Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
*********,58,F,0,Doctorate,Single,CA,91750,yes,no,no,cellular,Blue-collar,34410,2
*********,31,F,0,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,14975,2
*********,49,F,2,High School,Single,CA,91750,no,yes,no,unknown,Blue-collar,21900,2
*********,51,F,2,Uneducated,Married,NY,91750,yes,no,yes,cellular,Blue-collar,24977,2
*********,40,F,4,Unknown,Married,IL,91750,no,yes,yes,cellular,Businessman,21586,2
*********,33,F,3,Graduate,Single,FL,91750,yes,yes,no,cellular,Blue-collar,33749,3
*********,44,F,3,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,15508,2
*********,43,F,4,Graduate,Single,NY,91750,no,yes,no,unknown,Govt,17205,2
*********,51,M,2,High School,Married,NY,91750,no,no,no,cellular,Businessman,74175,2
*********,45,F,3,Graduate,Single,CA,91750,no,yes,yes,cellular,Retirees,28863,2
*********,46,M,2,Graduate,Married,TX,91750,no,no,no,telephone,Businessman,117419,3
*********,42,M,1,Graduate,Unknown,NY,91750,no,no,no,cellular,Blue-collar,63794,3
*********,51,M,3,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,69537,2
*********,43,F,3,Graduate,Single,NY,91750,no,no,no,unknown,White-collar,40618,3
*********,51,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,45996,2
*********,48,F,3,Post-Graduate,Unknown,NY,91750,no,no,no,cellular,Businessman,201292,2
*********,45,F,3,Doctorate,Married,TX,91750,no,no,yes,cellular,Blue-collar,40495,3
*********,54,M,5,Graduate,Married,NY,91750,no,yes,no,telephone,Retirees,61406,2
*********,54,M,4,High School,Single,CA,91750,no,yes,no,telephone,White-collar,82220,2
*********,47,M,3,Unknown,Married,FL,91750,yes,no,no,cellular,White-collar,73891,2
*********,49,M,4,Post-Graduate,Single,TX,91750,yes,yes,no,cellular,Businessman,209698,3
*********,37,F,3,High School,Single,NY,91750,yes,no,no,unknown,Blue-collar,14434,2
*********,42,F,3,Graduate,Single,MA,91750,no,no,no,cellular,Selfemployeed,46820,2
*********,41,M,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,43782,3
*********,46,M,2,Post-Graduate,Single,HI,91750,yes,no,no,cellular,Govt,62818,2
*********,44,M,5,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,76257,2
*********,43,F,3,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,57111,3
*********,54,M,4,Unknown,Married,CA,91750,no,no,no,telephone,White-collar,62468,2
*********,52,F,2,Post-Graduate,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,2
*********,36,F,4,Unknown,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,9535,2
*********,50,F,1,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,23521,2
*********,51,F,4,Doctorate,Married,NY,91750,yes,yes,yes,cellular,Govt,35416,3
*********,48,F,4,High School,Married,CA,91750,no,no,no,telephone,Govt,34232,2
*********,45,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Govt,30135,3
*********,52,F,2,Uneducated,Married,FL,91750,yes,no,no,unknown,Businessman,29848,3
*********,47,F,4,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,14975,3
*********,37,F,2,Graduate,Married,FL,91750,yes,no,no,cellular,Businessman,21709,3
*********,49,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Govt,33335,2
*********,39,M,2,High School,Married,NY,91750,no,no,no,cellular,White-collar,118475,2
*********,39,F,2,Unknown,Single,NY,91750,yes,no,no,cellular,Blue-collar,43340,2
*********,35,F,3,Unknown,Married,NY,91750,no,yes,no,unknown,Blue-collar,27044,2
*********,54,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,19789,2
*********,56,F,0,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,50549,3
*********,44,F,4,High School,Single,NY,91750,no,yes,yes,cellular,Blue-collar,13443,2
*********,32,F,1,Unknown,Married,TX,91750,yes,yes,no,unknown,Blue-collar,34492,2
*********,48,F,2,Uneducated,Married,NY,91750,no,no,no,cellular,Selfemployeed,53960,2
*********,39,F,4,Uneducated,Married,MA,91750,yes,no,no,telephone,Selfemployeed,59846,3
*********,49,F,2,Uneducated,Married,NY,91750,yes,no,no,unknown,Selfemployeed,11956,2
*********,44,M,5,Unknown,Single,AZ,90025,no,yes,no,cellular,Govt,113100,3
*********,50,M,3,High School,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,81981,3
*********,47,F,5,Doctorate,Married,FL,91750,no,no,no,cellular,Businessman,55237,2
*********,49,F,3,Unknown,Single,FL,91750,no,no,no,unknown,White-collar,55745,2
*********,50,M,3,High School,Single,CA,91750,yes,yes,yes,unknown,Govt,115410,2
*********,36,F,2,Unknown,Married,FL,91750,no,no,no,cellular,Selfemployeed,11974,2
*********,62,F,1,High School,Unknown,CA,91750,no,yes,no,cellular,Retirees,44199,3
*********,53,F,4,High School,Married,AK,72023,yes,no,yes,unknown,Govt,18429,2
*********,44,F,2,High School,Unknown,TX,91750,no,yes,yes,unknown,Blue-collar,20382,2
*********,60,F,1,Uneducated,Married,TX,91750,yes,no,yes,telephone,Businessman,15554,2
*********,45,M,2,Unknown,Single,NJ,91750,yes,no,no,cellular,Retirees,61806,1
*********,42,F,4,Uneducated,Single,NJ,91750,yes,no,no,telephone,Blue-collar,35361,3
*********,40,M,2,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,111748,3
*********,42,F,5,Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,47375,2
*********,29,M,0,Graduate,Married,WA,91750,no,no,no,cellular,Retirees,54203,1
*********,45,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,40306,3
*********,47,F,3,Doctorate,Unknown,TX,91750,no,yes,yes,unknown,Selfemployeed,1250,2
*********,54,F,3,Doctorate,Married,CA,91750,yes,no,yes,cellular,White-collar,58286,1
*********,39,F,3,Uneducated,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975,2
*********,35,M,3,Doctorate,Married,TX,91750,no,yes,no,unknown,Blue-collar,94935,2
*********,39,F,3,Graduate,Married,FL,91750,no,no,no,unknown,White-collar,144470,1
*********,47,F,3,Unknown,Married,TX,91750,yes,yes,no,cellular,Blue-collar,13428,3
*********,53,M,4,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,173245,2
*********,62,F,0,Uneducated,Married,NY,91750,no,yes,yes,unknown,Businessman,20717,1
*********,48,F,2,Uneducated,Married,CA,91750,no,no,yes,unknown,Selfemployeed,2565,1
*********,64,M,0,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,38381,3
*********,41,M,2,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,55954,2
*********,61,F,0,High School,Married,NJ,91750,no,no,no,unknown,Selfemployeed,38205,1
*********,36,M,1,Uneducated,Unknown,NY,91750,yes,no,no,cellular,Businessman,214196,1
*********,43,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,1250,2
*********,49,F,4,Doctorate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,41046,2
*********,51,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,110092,2
*********,51,F,0,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14975,2
*********,51,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,89752,2
*********,52,M,2,Graduate,Married,CA,90025,yes,no,no,unknown,White-collar,138234,3
*********,47,M,3,High School,Single,CA,91750,yes,no,no,cellular,White-collar,116501,2
*********,47,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,Govt,79857,3
*********,55,F,1,Graduate,Married,FL,91750,no,yes,no,telephone,Govt,23755,2
*********,40,M,3,Graduate,Unknown,NY,91750,yes,no,no,cellular,Govt,58619,2
*********,40,F,3,Uneducated,Unknown,CA,91750,no,no,yes,cellular,Govt,35079,2
*********,48,F,4,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,31826,3
*********,40,M,4,High School,Married,GA,91750,no,no,no,cellular,Retirees,73068,2
*********,39,F,2,Graduate,Single,TX,91750,yes,no,no,cellular,Retirees,54491,2
*********,55,F,3,Graduate,Unknown,NY,91750,no,yes,no,cellular,Selfemployeed,1250,2
*********,46,M,3,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,64783,2
*********,40,F,4,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,12604,3
*********,42,M,3,High School,Single,FL,91750,yes,no,no,cellular,Blue-collar,75347,3
*********,58,M,2,High School,Single,CA,91750,yes,yes,no,telephone,Retirees,85352,2
*********,42,F,1,Doctorate,Married,NJ,91750,no,no,no,cellular,Retirees,59307,3
*********,60,F,0,Doctorate,Single,TX,91750,no,yes,no,unknown,Govt,36679,2
*********,49,M,3,Post-Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,105037,3
*********,49,M,3,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,108540,2
*********,56,M,2,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,119914,3
*********,48,F,1,Graduate,Married,TX,91750,no,yes,yes,cellular,White-collar,37495,2
*********,50,F,0,Graduate,Single,NY,91750,yes,yes,no,cellular,Govt,16076,2
*********,40,F,3,Uneducated,Married,TX,91750,no,yes,no,cellular,White-collar,28751,2
*********,44,M,4,Unknown,Married,FL,91750,yes,no,no,cellular,White-collar,65396,2
*********,26,F,0,Unknown,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,34367,2
*********,48,M,3,High School,Married,TX,91750,yes,yes,no,cellular,White-collar,63958,2
*********,46,F,4,Unknown,Single,NY,91750,no,no,no,cellular,White-collar,47867,3
*********,50,F,4,Uneducated,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,6550,3
*********,58,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Retirees,48210,3
*********,48,M,3,Graduate,Unknown,FL,91750,no,yes,no,unknown,White-collar,94220,1
*********,65,F,1,Uneducated,Single,NJ,91750,no,no,no,cellular,Selfemployeed,14975,2
*********,52,M,4,Uneducated,Married,FL,91750,no,no,no,cellular,Blue-collar,69882,2
*********,56,F,1,Graduate,Married,NY,91750,no,no,yes,cellular,Blue-collar,17366,1
*********,44,F,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Businessman,237248,3
*********,48,M,2,Unknown,Unknown,FL,91750,no,no,no,cellular,Blue-collar,70868,2
*********,42,F,3,Unknown,Married,NY,91750,no,yes,yes,unknown,White-collar,27577,2
*********,43,F,2,High School,Married,FL,91750,yes,no,no,unknown,Selfemployeed,31006,2
*********,46,M,4,High School,Single,TX,91750,yes,yes,no,cellular,White-collar,114524,1
*********,37,F,2,Graduate,Married,FL,91750,no,no,yes,cellular,Businessman,21137,3
*********,46,M,5,Uneducated,Unknown,TX,91750,yes,yes,no,cellular,Businessman,83512,2
*********,59,F,0,Unknown,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,3
*********,44,F,5,Post-Graduate,Married,CA,91750,yes,no,no,unknown,Selfemployeed,23360,2
*********,29,F,0,Post-Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,37173,1
*********,50,M,2,Graduate,Single,FL,91750,no,no,no,telephone,Selfemployeed,78272,2
*********,37,M,3,High School,Unknown,NY,91750,no,no,no,cellular,Businessman,114990,1
*********,50,M,2,Graduate,Married,NY,91750,no,yes,no,unknown,Businessman,172935,1
*********,50,F,4,Unknown,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,5525,1
*********,53,M,3,High School,Married,NJ,91750,no,no,no,cellular,White-collar,109128,3
*********,47,M,1,Graduate,Married,NJ,91750,no,yes,no,cellular,Retirees,68004,3
*********,41,F,5,Post-Graduate,Married,CA,91750,no,no,no,cellular,Retirees,14897,2
*********,42,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,25056,1
*********,55,F,2,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,212974,3
*********,45,F,3,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,22074,2
*********,52,F,3,Uneducated,Single,TX,91750,no,yes,yes,cellular,Businessman,23048,2
*********,47,F,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,185296,1
*********,38,F,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,5225,2
*********,41,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,60076,2
*********,54,M,1,High School,Married,CA,91750,yes,no,no,cellular,White-collar,77169,1
*********,37,M,2,Graduate,Married,TX,91750,no,no,no,cellular,Govt,82470,1
*********,49,F,3,High School,Single,NV,91750,yes,yes,no,unknown,Businessman,219327,3
*********,30,M,0,Graduate,Married,IA,91750,yes,yes,no,cellular,Retirees,48602,1
*********,48,M,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,51569,1
*********,49,F,3,Uneducated,Married,CA,91750,no,no,no,unknown,Govt,21170,1
*********,51,F,3,High School,Married,CA,91750,no,no,no,unknown,Blue-collar,21675,3
*********,45,M,4,High School,Single,CA,90266,yes,no,no,unknown,White-collar,172725,1
*********,43,M,3,Unknown,Unknown,TX,91750,yes,no,no,unknown,Govt,113270,1
*********,48,M,1,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,71397,3
*********,51,F,3,High School,Single,CA,91750,yes,no,no,unknown,Selfemployeed,20130,2
*********,45,F,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,228930,1
*********,43,F,3,Unknown,Single,FL,91750,yes,yes,no,cellular,Govt,59739,2
*********,42,M,4,Uneducated,Married,CA,90291,no,no,no,cellular,White-collar,122030,3
*********,38,F,3,High School,Married,FL,91750,yes,no,no,cellular,Blue-collar,33205,1
*********,46,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,108579,1
*********,50,F,2,Post-Graduate,Married,FL,91750,no,no,no,telephone,Govt,55531,3
*********,39,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,6550,1
*********,43,F,4,High School,Unknown,NY,91750,no,no,no,cellular,Businessman,36669,2
*********,37,F,1,High School,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,1
*********,56,F,2,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,16430,3
*********,43,F,3,High School,Single,FL,91750,no,yes,no,telephone,Selfemployeed,43162,2
*********,43,F,2,Graduate,Married,FL,91750,no,no,no,unknown,Govt,24111,2
*********,45,F,3,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,23530,2
*********,47,F,3,Uneducated,Single,TX,91750,no,no,no,cellular,Blue-collar,47088,1
*********,43,M,4,High School,Married,NY,91750,no,yes,no,cellular,White-collar,45314,3
*********,60,M,0,Uneducated,Single,CA,91750,yes,no,no,cellular,White-collar,117796,2
*********,43,M,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,87414,2
*********,45,M,4,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,100498,1
*********,47,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,79546,1
*********,36,F,1,High School,Single,CA,91750,yes,no,no,cellular,White-collar,19817,2
*********,50,F,2,Graduate,Single,NY,91750,no,no,no,telephone,Selfemployeed,14975,3
*********,47,M,2,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,67532,1
*********,56,F,1,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,23748,3
*********,49,M,2,High School,Married,NY,91750,yes,no,no,unknown,Businessman,108221,2
*********,43,F,2,Uneducated,Single,NY,91750,yes,yes,no,unknown,Businessman,206846,1
*********,47,M,2,High School,Married,NY,91750,yes,yes,yes,cellular,White-collar,74888,1
*********,45,M,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,86899,3
*********,56,F,3,Post-Graduate,Single,NY,91750,no,no,no,cellular,Govt,32487,1
*********,38,M,1,Doctorate,Single,IA,91750,yes,yes,no,cellular,White-collar,115365,3
*********,41,M,3,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Govt,63667,3
*********,53,M,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,White-collar,85957,2
*********,42,F,4,High School,Married,NY,91750,yes,yes,no,cellular,Retirees,31902,3
*********,41,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,75402,2
*********,54,F,1,High School,Single,FL,91750,no,no,no,cellular,White-collar,53694,1
*********,38,M,2,Unknown,Single,NJ,91750,no,no,no,cellular,Businessman,92816,3
*********,44,F,4,Uneducated,Single,NY,91750,yes,no,no,unknown,Blue-collar,29488,2
*********,46,F,2,Unknown,Single,TX,91750,no,no,no,cellular,White-collar,53739,3
*********,54,M,2,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,90136,2
*********,49,M,3,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,236628,1
*********,40,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,17285,2
*********,52,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,76611,1
*********,41,F,3,Graduate,Married,NY,91750,no,yes,no,telephone,Blue-collar,32797,1
*********,53,F,3,Graduate,Married,NJ,91750,yes,yes,yes,cellular,Govt,23073,2
*********,57,F,1,Uneducated,Single,TX,91750,no,no,no,cellular,Blue-collar,30585,2
*********,41,F,4,Unknown,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,1
*********,29,F,1,High School,Single,FL,91750,yes,no,no,unknown,Retirees,31487,2
*********,65,F,1,Unknown,Single,NY,91750,no,no,no,unknown,Selfemployeed,2565,2
*********,41,F,3,Post-Graduate,Single,FL,91750,no,yes,no,unknown,Businessman,201510,3
*********,48,F,4,Unknown,Married,FL,91750,yes,no,no,cellular,Blue-collar,11997,1
*********,29,F,2,Graduate,Married,FL,91750,yes,no,yes,cellular,Businessman,22762,2
*********,51,F,1,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,2
*********,59,M,0,Unknown,Single,TX,91750,no,yes,no,unknown,Blue-collar,10194,3
*********,35,F,2,Unknown,Married,TX,91750,no,yes,no,unknown,Selfemployeed,14975,1
*********,56,F,4,Unknown,Married,NY,91750,no,no,no,unknown,White-collar,18306,1
*********,46,M,2,Doctorate,Single,NJ,91750,no,no,no,cellular,Govt,82618,1
*********,50,M,2,Post-Graduate,Married,TX,91750,no,no,no,cellular,Govt,96537,1
*********,44,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,50852,2
*********,42,F,4,Uneducated,Single,NY,91750,no,yes,no,cellular,Govt,38043,1
*********,65,M,0,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,48929,3
*********,48,M,4,Doctorate,Unknown,CA,91750,yes,yes,yes,cellular,Businessman,73655,3
*********,50,M,3,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,74271,3
*********,45,M,4,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,93790,1
*********,54,F,4,Unknown,Single,NY,91750,yes,yes,no,telephone,Businessman,233762,3
*********,43,F,3,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,29424,3
*********,36,F,3,Uneducated,Unknown,MI,91750,yes,yes,no,cellular,Selfemployeed,14975,1
*********,57,F,3,Uneducated,Single,FL,91750,yes,no,no,cellular,Businessman,25885,3
*********,52,F,2,High School,Married,CA,91750,no,no,no,cellular,Businessman,31030,3
*********,43,M,3,High School,Single,FL,91750,no,yes,no,cellular,Businessman,74069,2
*********,47,F,5,Doctorate,Married,CA,91750,yes,no,no,unknown,Selfemployeed,14975,1
*********,48,M,3,Unknown,Single,NY,91750,no,no,no,cellular,Blue-collar,55000,2
*********,53,F,2,High School,Married,FL,91750,no,no,no,cellular,Businessman,235821,1
*********,46,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,1
*********,50,F,1,Unknown,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,3
*********,48,F,4,High School,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,1250,3
*********,39,M,3,Uneducated,Married,NY,91750,no,yes,no,cellular,Businessman,57981,3
*********,45,F,4,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,50812,2
*********,48,M,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,47113,2
*********,52,F,2,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,14975,1
*********,41,M,2,Graduate,Single,NY,91750,yes,no,yes,unknown,White-collar,126358,2
*********,47,F,1,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565,3
*********,44,M,2,Post-Graduate,Married,NY,91750,no,no,yes,unknown,White-collar,74162,3
*********,52,M,2,Graduate,Unknown,TX,91750,no,yes,no,cellular,White-collar,69680,2
*********,45,F,5,Unknown,Single,CA,91750,no,no,no,unknown,Govt,24804,2
*********,38,F,2,Doctorate,Single,NY,91750,no,no,no,unknown,Businessman,39397,3
*********,44,F,2,Unknown,Married,NY,91750,yes,yes,no,cellular,Govt,19461,2
*********,48,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,16051,1
*********,57,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,2
*********,54,F,3,High School,Married,NY,91750,yes,no,no,cellular,Businessman,146660,1
*********,54,F,4,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,15342,1
*********,34,F,0,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,14975,2
*********,40,F,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,2
*********,48,M,5,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,99344,3
*********,46,F,4,Uneducated,Married,NJ,91750,no,no,no,cellular,Selfemployeed,25795,2
